article id	author	year	title	journal/conference/collection	abstract	reference IDs	isDHQ
dunbar2009	Dunbar, Alex	2009	FOLLOW THE GPS, ÉSE - The Transborder Immigrant Tool Helps Mexicans Cross Over Safely.	Vice			0
duncan2005	Duncan	2005	El Afrorealismo: una dimensión nueva de la literatura latinoamericana.	Itsmo			0
duncombe2007	Duncombe, S.	2007	Dream: Re-imagining Progressive Politics in an Age of Fantasy.				0
dunn1946	Dunn, H.L.	1946	Record Linkage	American Journal of Public Heath			0
dunn2007	Dunn, Stuart | Gold, Nicolas | Hughes, Lorna	2007	CHIMERA: A Service Oriented Computing Approach for Archaeological Research	Proceedings of the Computer Applications and Quantitative Methods in Archaeology Conference			0
dunn2008	Dunn, S. | Blanke, T.	2008	Next Steps for E-Science, the Textual Humanities and VREs: A Report on Text and Grid: Research Questions for the Humanities, Sciences and Industry, UK e-Science All Hands Meeting 2007	D-Lib Magazine			0
dunn2009a	Dunn, Stuart	2009	Digital Humanities Quarterly Special Cluster on Arts and Humanities e-Science	Digital Humanities Quarterly			1
dunn2009b	Dunn, Stuart	2009	Dealing with the Complexity Deluge: VREs in the Arts and Humanities	Virtual Research Environments: Issues and Opportunities for Librarians			0
dunn2011	Dunn, Stuart	2011	Space as an Artefact: A Perspective on Neogeography from the Digital Humanities.	Digital Research in the Study of Classical Antiquity			0
dunne2005	Dunne, Robert	2005	A New Book of the Grotesque				0
dunning1993	Dunning, Ted	1993	Accurate Methods for the Statistics of Surprise and Coincidence	Computational Linguistics			0
dunning2011	Dunning, A.	2011	Crowdsourcing and Variant Digital Editions: Some Troubles Ahead	The JISC Digitisation Programme Blog			0
duranti2010	Duranti, Luciana	2010	A Framework for Digital Heritage Forensics.	Computer Forensics and Born-Digital Content			0
durkheim1997	Durkheim, Emile	1997	The Division of Labor in Society				0
dutka2002	Dutka, Andrew | Hayes, Sherman | Parnell, Jerry	2002	The surprise part of a librarian’s life: exhibition design and preparation course.	College & Research Libraries News			0
dutt1962	Dutt, Sukumar	1962	Buddhist Monks and Monasteries of India				0
dwight2003	Dwight, Jim | Garrison, Jim	2003	A Manifesto for Instructional Technology:	Teachers College Record			0
dworkin1993	Dworkin, Craig	1993	Introduction	Anthology of Conceptual Writing			0
dworkin1999	Dworkin, Craig	1999	Seeing Words Machinewise: Technology And Visual Prosody,	Sagetrieb: Poetry and Poetics After Modernism			0
dworkin2003	Dworkin, Craig	2003	Reading the Illegible				0
dworkin2009	Dworkin, Craig	2009	Hypermnesia	boundary 2			0
dworkin2010	Dworkin, Craig	2010	The Perverse Library				0
dworkin2011	Dworkin, Craig | Goldsmith, Kenneth	2011	Against Expression: An Anthology of Conceptual Writing				0
dwyer2007	Dwyer, Cathy	2007	Digital Relationships in the MySpace Generation: Results From a Qualitative Study	40th Hawaii International Conference on System Sciences (HICSS), Waikoloa, HI			0
dyck2008	Dyck, Paul | Williams, Stuart	2008	Toward an Electronic Edition of an Early Modern Assembled Book.	Digital Studies / Le Champ Numérique			0
dydo2003	Dydo, Ulla E.	2003	Gertrude Stein: The Language that Rises 1923-1934				0
dyer-witheford1999	Dyer-Witherford, Nick	1999	Cyber-Marx: Cycles and Circuits of Struggle in High-technology Capitalism				0
dyson1997	Dyson, George B.	1997	Darwin Among the Machines: The Evolution of Global Intelligence				0
dyson2004	Dyson, M.C.	2004	How physical text layout affects reading from screen	Behaviour & Information Technology			0
Eclipse2011	Eclipse	2011	Eclipse home website.				0
educause2009	EDUCAUSE REVIEW	2009	The Case of The Textbook: Open or Closed?	EDUCAUSE Review			0
eprints2010	EPrints	2010	EPrints				0
eagleton2008	Eagleton, Terry	2008	Literary Theory: An Introduction				0
eaket2008	Eaket, Chris	2008	Project [murmur] and the Performativity of Space,	Theatre Research in Canada			0
eaquaproject2011	University of Leipzig	n.d.	eAqua Project				0
earhart2011a	Earhart, Amy E.	2011	Challenging Gaps: Redesigning Collaboration in the Digital Humanities.	The American Literature Scholar in the Digital Age			0
earhart2011b	Earhart, Amy E. | Jewell, Andrew	2011	Introduction.	The American Literature Scholar in the Digital Age			0
earhart2012	Earhart, Amy	2013	Recovering the Recovered Text: Diversity, Canon Building, and Digital Studies.	DH 2012 (and in a modified format at the University of Kansas; video is of the latter)			0
easterling1992	Easterling, K. | Prelinger, R.	1992	Call It Home: The House that Private Enterprise Built				0
eaves1996	Eaves, Morris | Essick, Robert | Viscomi, Joseph	1996	The William Blake Archive				0
eaves2006	Eaves, Morris	2006	Crafting Editorial Settlements	RoN: Romanticism on the Net			0
eaves2006a	Eaves, Morris	2006	Multimedia Body Plans: A Self-Assessment.	Electronic Textual Editing			0
eaves2012	Eaves, Morris | Essick, Robert N. | Vicomi, Joseph	2012	Xediting Blake’s Tiriel: How It Lives and What It Lives For.	The Cynic Sang: The (Un)Official Blog of the William Blake Archive			0
eaves2013	Eaves, Morris	1997	Behind the Scenes at the William Blake Archive: Collaboration Takes More Than E-mail	The Journal of Electronic Publishing			0
ecar2008	Salaway, Gail | Caruso, Judy	2008	ECAR Study of Undergraduate Students and Information Technology, 2008				0
ecar2010	Smith, Shannon | Caruso, Judy	2010	ECAR Study of Undergraduate Students and Information Technology, 2010.				0
eco1994	Eco, Umberto	1997	The Future of the Book				0
eco2009	Eco, Umberto	2009	The Infinity of Lists				0
economic2010	Economic and Social Research Council	2010	Research Data Policy,				0
edelman2006	Edelman, G.M.	2006	Second nature: brain science and human knowledge.				0
eder1996	Eder, R.	1996	An Artist in Transit.	Los Angeles Times			0
eder2007	Eder, Maciej	2007	How Rhythmical is Hexameter: A Statistical Approach to Ancient Epic Poetry	Digital Humanities 2007			0
eder2013	Eder, Maciej	2013	Mind your Corpus: Systematic Errors in Authorship Attribution.	Literary and Linguistic Computing			0
edmundson2008	Edmundson, Mark	2008	Dwelling in Possibilities	The Chronicle of Higher Education			0
edwards1992a	Edwards, Gavin	1992	CyberLit: William Gibson’s Latest Story Costs $450, Comes on Disk, and Self-Destructs after One Reading	Details			0
edwards1997	Edwards, Paul N.	1997	The Closed World: Computers and the Politics of Discourse in Cold War America				0
edwards2007	Edwards, P.N. | Jackson, S.J. | Bowker, G.C. | Knobel, C.P.	2007	Understanding Infrastructure: Dynamics, Tensions, and Design				0
edwards2009	Edwards, Paul N. | Bowker, Geoffrey C. | Jackson, Steven J. | Williams, Robin	2009	Introduction: An Agenda for Infrastructure Studies	Journal of the Association for Information Systems			0
edwards2011	Edwards, M.	2011	Untitled Post by M. Edwards	Community Thoughts (StephenKing.com)			0
eggert2009	Eggert, Paul	2009	Securing the Past				0
eglash2002	Eglash, R.	2002	Race, Sex, and Nerds: From Black Geeks to Asian American Hipsters.	Social Text			0
ehremburg	Ehremburg, Ilya	n.d.	La Poesía de Nicolás Guillén	La última Hora			0
eidt2007	Eidt, Laur M. Sager	2008	Writing and Editing the Painting: Ekphrasis in Literature and Film				0
eisenstein1979	Eisenstein, Elizabeth L.	1979	The Printing Press as an Agent of Change				0
eisner1985	Eisner, Will	1985	Comics & Sequential Art				0
eklund2010	Eklund, Tof	2010	New Computer Board Games: Counter-Immersive Forms and Theories of Play.	Futures of Digital Studies			0
elings2007	Elings, Mary W. | Waibel, Günter	2007	Metadata for All: Descriptive Standards and Metadata Sharing Across Libraries, Archives, and Museums	First Monday			0
eliot1921	Eliot, T.S.	1921	Tradition and Individual Talent	The Sacred Wood			0
eliot1994	Eliot, George | Ashton, Rosemary	1994	Middlemarch				0
elken2011	Elken, M.	2011	Crowdsourcing – A New Way to do Scholarly Work?	The Higher Education Development Association Blog			0
elkins1999	Elkins, James	1999	The Domain of Images				0
elliott1993	Elliott, J. K.	1993	The Language & Style of the Gospel of Mark: An Edition of C.H.Turner’s "Notes on Marcan Usage" Together with Other Comparable Studies				0
elliott2005	Elliott, Keith J.	2005	Reflections on the Method: What Constitutes the Use of the Writings that Later Formed the New Testament in the Apostolic Fathers?	The Reception of the New Testament in the Apostolic Fathers			0
elliott2006	Elliott, Tom	2006	Pleiades: Beyond the Barrington Atlas	Proceedings of the American Philological Association			0
elliott2008	Elliott, Tom	2008	Barrington Atlas IDs				0
elliott2008a	Elliott, Tom	2008	Constructing a Digital Publication for the Peutinger Map	Cartography in Antiquity and the Middle Ages: Fresh Perspectives, New Methods			0
elliott2008b	Elliott, Tom	2008	The Hidden Web: Don't Love It, Leave It				0
elliott2007a	Elliott, Tom | Anderson, Lisa | Au, Zaneta | Bodard, Gabriel | Bodel, John | Cayless, Hugh | Crowther, Charles | Flanders, Julia | Marchesi, Ilaria | Mylonas, Eli | Roueché, Charlotte	2007	EpiDoc: Guidelines for Structured Markup of Epigraphic Texts in TEI				0
eloai2010	ELO	2010	Archive & Innovate. The 4th International Conference & Festival of the Electronic Literature Organization				0
emad2006	Emad, Mitra C.	2006	Reading Wonder Woman’s Body: Mythologies of Gender and Nation.	The Journal of Popular Culture			0
emerson1971	Emerson, Ralph Waldo	1971	The American Scholar	The Collected Works of Ralph Waldo Emerson, Volume 1: Nature, Addresses, and Lectures			0
emerson1994	Emerson, Ralph Waldo	1938	The Letters of Ralph Waldo Emerson				0
emmott1998	Emmott, Catherine	1998	Situated Events in Fictional Worlds: The Reader's Role in Context Construction,	European Journal of English Studies			0
empyre	-empyre-	n.d.	About -empyre				0
emsley2013	Emsley, Clive | Hitchcock, Tim | Shoemaker, Robert	2013	Old Bailey Online - Copyright Information and Citation Guide.	Old Bailey Proceedings Online.			0
engberg2007	Engberg, Maria	2007	Born Digital: Writing Poetry in the Age of New Media	Uppsala University			0
engelbart1962	Englebart, D.	1962	Augmenting Human Intellect: A Conceptual Framework				0
engelbart1963	Engelbart, D. C.	1963	A conceptual framework for the augmentation of man's intellect	The Augmentation of Man's Intellect by Machine			0
english2005	English, J.F.	2005	The Economy of Prestige: Prizes, Awards, and the Circulation of Cultural Value				0
enniss1990	Enniss, Stephen C.	1990	Alienation and Affirmation: The Divided Self in Sherwood Anderson’s Poor White.	South Atlantic Review			0
ensmenger2010	Ensmenger, Nathan	2010	The Computer Boys Take Over: Computers, Programmers, and the Politics of Technical Expertise				0
ensslin2007	Ensslin, Astrid	2007	Canonizing Hypertext: Explorations and Constructions				0
ensslin2010	Ensslin, A.	2010	From Revisi(tati)on to Retro-Intentionalization: Hermeneutics, Multimodality and Corporeality in Hypertext, Hypermedia and Cybertext,	Reading Moving Letters: Digital Literature in Research and Teaching.			0
entman1993	Entman, Robert M.	1993	Framing: Toward Clarification of a Fractured Paradigm.	Journal of Communication			0
enzensberger1974	Enzensberger, Hans Magnus	1974	Aporias of the Avant-Garde	The Consciousness Industry; On Literature, Politics and the Media			0
ercasty1971	Sabat Ercasty, Carlos	1971	Presentación	Nicolás Guillén			0
erickson1996	Erickson, Wayne	1996	Mapping the Faerie Queene: Quest Structures and the World of the Poem				0
erickson2000	Erickson, Thomas | Kellogg, Wendy A.	2000	Social translucence: an approach to designing systems that support social processes	ACM Transactions on Computer-Human Interaction			0
ernst2002	Ernst, Wolfgang	2002	Agencies of Cultural Feedback: The Infrastructure of Memory.	Waste-Site Stories: The Recycling of Memory			0
ernstgerlach2008	Ernst-Gerlach, Andrea | Crane, Gregory	2008	Identifying Quotations in Reference Works and Primary Materials	Proceedings of the Twelfth European Conference on Research and Advanced Technology for Digital Libraries			0
ernst2011	Ernst, Wolfgang	2011	Media Archaeography: Method and Machine versus History and Narrative of Media.	Media Archeology: Approaches, Applications, Implications			0
eskelinen2001	Eskelinen, Markku	2001	The Gaming Situation	Game Studies			0
eskelinen2004	Eskelinen, Markku	2004	Towards Computer Game Studies	First Person: New Media as Story, Performance, and Game			0
eskelinen2012	Eskelinen, Markku	2012	Cybertext Poetics: The Critical Landscape of New Media Literary Theory.				0
estrada1967	Martínez Estrada, Ezequiel	1967	Nosotros, Vosotros y Ellos	La Poesía Afrocubana de Nicolás Guillén			0
etzioni2007	Etzioni, O. | Banko, M. | Cafarella, M.J.	2007	Machine reading	Proceedings of the AAAI Spring Symposium on Machine Reading			0
europeanroadmap2006	European Strategy Forum on Research Infrastructures	2006	Reports European Roadmap for Research Infrastructures Report 2006				0
evans1989	Evans, Roger | Gazdar, Gerald	1989	Inference in DATR	Proceedings of the Fourth Conference on the European Chapter of the Association for Computational Linguistics			0
evans1996a	Evans, Dylan	1996	An Introductory Dictionary of Lacanian Psychoanalysis				0
evans2010a	Evans, Bob	2010	Steve Jobs Torpedoes Another Stale Model.	Information Week			0
evans2010b	Evans, D.	2009	Appropriation				0
eve2002	Eve, Eric	2002	The Jewish Context of Jesus’ Miracles				0
eve2004	Eve, Eric	2004	Square Circle				0
eve2005	Eve, Eric	2005	All Hope Abandon				0
eve2007	Eve, Eric	2007	All Hope Abandon: Biblical Text and Interactive Fiction	Digital Humanities Quarterly			1
everhart1989	Everhart, Nancy	1989	Library Displays				0
eynden2010	Eynden, V.V.d. | Bishop, L. | Horton, L. | Corti, L.	2010	Data Management Practices in the Social Sciences,				0
ezell2010	Ezell, Margaret	2010	Editing Early Modern Women’s Manuscripts: Theory, Electronic Editions, and the Accidental Copy-Text,	Literature Compass			0
friedlander1991	Friedlander, Larry	1991	The Shakespeare Project.	Hypermedia and Literary Studies			0
fabricius1888	Fabricius, Wilhelm	1888	Theophanes von Mytilene und Quintus Dellius als Quellen des Geographie des Strabon				0
facebook2012	Facebook	2012	News-Apps Center				0
falliere2011	Falliere	n.d.	W32.Stuxnet Dossier,	Symantec Security Response			0
fallmann2007	Fällman, Daniel	2007	Supporting Studio Culture in Design Research	Proceedings of IASDR 2007, International Association of Societies of Design Research			0
fantastic_comics24	Various authors	2009	Fantastic Comics #24 (series: Fantastic Comics)				0
farabaugh2007	Farabaugh, Robin	2007	The Isle is Full of Noises: Using Wiki Software to Establish a Discourse Community in a Shakespeare Classroom	Language Awareness			0
farkas1990	Farkas-Conn, Irene S.	1990	From Documentation to Information Science: The Beginnings and Early Development of the American Documentation Institute—American Society for Information Science				0
farrell1936	Farrell, James T.	1936	A Not on Literary Criticism				0
faulkner1938	Faulkner, William	1938	The Unvanquished				0
faulkner1978	Faulkner, William	1978	A Rose for Emily	The Norton Anthology of Short Fiction			0
faure2007	Faure, Claudie | Vincent, Nicole	2007	Document Image Analysis for Active Reading	Proceedings of the 2007 International Workshop on Semantically Aware Document Processing and Indexing			0
feal2009	Feal, Rosemary	2009	Foreword	MLA Handbook for Writers of Research Papers. 7th Edition			0
federalwritersproject1982	Federal Writers' Project	1982	The WPA Guide to New York City				0
federalwritersproject1984	Federal Writers' Project	1984	New York Panorama				0
fee2008	Fee, J.	2008	VGI – Meh				0
feijoo	Feijoo, Samuel	n.d.	El Son en la Letra	Revista Signos			0
feldman1997	Feldman, Ronen | Hirsh, Haym	1997	Finding Associations in Collections of Text	Machine Learning and Data Mining: Methods and Applications			0
feldman2008	Feldman, Jerome	2008	From Molecule to Metaphor: A Neural Theory of Language.				0
feng2006	Feng, Shaolei | Manmatha, R.	2006	A Hierarchical, HMM-based Automatic Evaluation of OCR Accuracy for a Digital Library of Books	Proceedings of the Sixth ACM/IEEE-CS Joint Conference on Digital Libraries			0
ferrer1995	Ferrer, D.	1995	Hypertextual Representation of Literary Working Papers,	Literary and Linguistic Computing			0
ferrer2002	Ferrer, D.	2002	Production, Invention and Reproduction: Genetic vs. Textual Criticism.	Reimagining Textuality: Textual Studies in the Late Age of Print.			0
feyerabend1975	Feyerabend, P.	1975	Against Method: Outline of an Anarchistic Theory of Knowledge.				0
